id,name,about
C_1808487,Tâm lý thiết kế,Tâm lý học thiết kế là một khóa học bắt buộc cơ bản trong chương trình đào tạo đại học của các chuyên ngành thiết kế công nghiệp
C_1808506,cơ học đá trong kỹ thuật dầu khí,Khóa học này giải thích một cách có hệ thống các tính chất vật lý và cơ học của Rock
C_1808517,Khám phá mỏ dầu và khí đốt,Khóa học thăm dò mỏ dầu này là một khóa học cốt lõi của chuyên ngành Kỹ thuật thăm dò tài nguyên. Sách giáo khoa
C_1811716,Nguyên tắc quản lý,No Text
C_1811720,Kiểm tra huyết học,Tủy xương là nguồn gốc của các tế bào máu ngoại vi. Chúng ta hãy bắt đầu một hành trình khám phá cùng nhau để khám phá quá trình tăng trưởng của các tế bào máu tủy xương. Hãy để chúng tôi khám phá các bệnh hệ thống máu khác nhau.
C_1811723,Luật kinh doanh quốc tế,Khóa học này dựa trên các đặc điểm của giáo dục và giảng dạy đại học
C_1811728,Kiểm tra thể chất tiêu chuẩn hóa (tiêu chuẩn hóa),Các kỹ năng và canh tác mà các bác sĩ lâm sàng phải có trong suốt cuộc đời của họ; Bài kiểm tra cần thiết cho đào tạo tiêu chuẩn cho sinh viên tốt nghiệp và bác sĩ thường trú; Vũ khí ma thuật cho các bác sĩ thường trú
C_1811730,Botany (phần giải phẫu hình thái),Học sinh
C_1811734,Thiết kế quần áo của phụ nữ,Thiết kế quần áo của phụ nữ tìm kiếm sự đổi mới và thay đổi
C_1811737,Giới thiệu về quản lý tài chính và phân tích trường hợp,Điểm kiến ​​thức là điểm kiểm tra
C_1811739,Vật lý và văn hóa,Vật lý cũng là văn hóa
C_1811742,Cổ sinh vật học,Có lẽ bạn đã trở nên quen thuộc với trái đất sôi động của chúng ta và bị xúc động bởi sự ngưỡng mộ của mỗi cuộc sống nhảy vọt. Tuy nhiên
C_1811830,Tàu,Ship là một khóa học hoàn toàn mới kết hợp với các đặc điểm của trường dưới nền tảng của cộng đồng một cộng đồng với một tương lai chung cho nhân loại và Sáng kiến ​​Vành đai và Đường bộ. Khóa học giới thiệu các tàu là phương tiện truyền bá nền văn minh biển và văn hóa hàng hải.
C_1811832,Giải thích Trung Quốc: Một cuộc đối thoại giữa truyền thống và đổi mới,Tất cả đều muốn biết về Trung Quốc!
C_1811833,Dầu tốt cho cuộc sống tốt hơn: Giới thiệu về Khoa học về tinh dầu cát dầu ăn được,Mọi người đã quen với việc sử dụng các loại dầu ăn được trong cuộc sống bình thường
C_1811835,Y tá y tế,Điều dưỡng y tế là một khóa học lâm sàng tích hợp kiến ​​thức chuyên môn
C_1811836,Những bức tranh cổ điển của Trung Quốc và văn hóa Trung Quốc,Bức tranh Trung Quốc là một trong những truyền thống nghệ thuật liên tục lâu đời nhất trên thế giới
C_1811837,Phòng ngừa, kiểm soát và điều trị các bệnh mãn tính
C_1811839,Hóa sinh và Sinh học phân tử,Sinh hóa và sinh học phân tử là một chủ đề nghiên cứu bản chất của cuộc sống ở cấp độ phân tử. Nó có một kết nối rộng rãi và nhiễu xuyên âm với y học sinh học và cơ bản. Hơn nữa
C_1811867,Virus y tế,Chào mừng bạn đến với thế giới tuyệt vời của virus y tế. Một câu tục ngữ Trung Quốc nói: Nếu bạn biết chính mình và kẻ thù của bạn
C_1814140,Hình ảnh y tế,Chào mừng bạn đến với khóa học hình ảnh y tế trực tuyến. Giống như một câu nói
C_1814260,Nhi khoa,Chào mừng bạn đến với khóa học nhi khoa. Các đứa trẻ không chỉ là người lớn nhỏ. Có sự khác biệt đáng kể giữa một đứa trẻ và một người lớn khi chăm sóc anh ấy trong quá trình sức khỏe và bệnh tật.
C_1814495,Đầu tư,Khóa học đầu tư này sẽ giúp bạn tìm hiểu về ứng dụng lý thuyết và thực tiễn đầu tư
C_1814504,Phái sinh tài chính,Bạn có thể giới thiệu lâu hơn về khóa học của mình ở đây
C_1814510,Phương pháp phân tích tài chính,Phương pháp phân tích tài chính
C_1814513,Thị trường tài chính và tổ chức tài chính,Khám phá các luật cơ bản về hoạt động của hệ thống tài chính hiện đại và thảo luận về các vấn đề mới nhất trong thị trường tài chính của Trung Quốc
C_1814520,Tài chính quốc tế,No Text
C_1814525,Quản lý rủi ro tài chính,No Text
C_1814539,Tài chính doanh nghiệp,Làm thế nào để một công ty chọn chiến lược và phương pháp đầu tư và tài chính tốt nhất? Ý nghĩa của thời gian đầu tư là gì? Làm thế nào để định giá cổ phiếu và trái phiếu? Khóa học này sẽ trả lời các câu hỏi cơ bản nhất trong tài chính
C_1816012,Các trường hợp điển hình của học sinh thạc sĩ về chỉnh hình,Trong những năm gần đây
C_1816033,Tiến bộ trong nghiên cứu liên quan đến chỉnh hình,Khóa học này nhằm vào các sinh viên tốt nghiệp
C_1816152,Đạo đức lâm sàng và đạo đức nghiên cứu,Nghiên cứu y học đương đại và công việc lâm sàng có một số lượng lớn các vấn đề đạo đức và pháp lý xã hội. Làm thế nào để đối mặt với những vấn đề này? Làm thế nào chúng ta có thể thực hiện nghiên cứu khoa học và thực hành lâm sàng trơn tru? Vui lòng nghiên cứu đạo đức lâm sàng và các khóa học đạo đức nghiên cứu khoa học
C_1818546,Dự án chứng nhận khoa học khoa học dữ liệu Hoạt động thực tế,Khóa học này được giảng dạy bởi một giáo viên chuyên nghiệp trong lĩnh vực khoa học dữ liệu tại trường sau đại học Thâm Quyến của Đại học Tsinghua. Nó cung cấp cho người học các lý thuyết cơ bản vững chắc và kiến ​​thức chuyên môn rộng lớn trong việc thu thập dữ liệu lớn
C_1821200,Chăm sóc sức khỏe và sức khỏe của trẻ mẫu giáo,"Chăm sóc sức khỏe và sức khỏe của trẻ em mầm non là nền tảng chuyên nghiệp phổ biến và các khóa học chuyên nghiệp cốt lõi để phát triển mầm non và các chuyên ngành quản lý sức khỏe trong giáo dục giáo dục sớm của giáo dục mầm non. Chúng là các khóa học chính để sinh viên học các khóa học chuyên nghiệp khác để nuôi dưỡng chất lượng chuyên nghiệp và cải thiện khả năng chuyên môn. Chúng là cơ sở chính để các tổ chức giáo dục định hướng con người thực hiện các hoạt động chăm sóc trẻ em. Chúng là một nguồn kiến ​​thức và khả năng chăm sóc trẻ em quan trọng để sinh viên thực hiện các cuộc giải cứu lớn về dinh dưỡng khoa học và phòng ngừa các bệnh để thực hiện chăm sóc chăm sóc trẻ em tập thể và kiến ​​thức và khả năng chứng chỉ trình độ chuyên môn khác. Họ là các khóa học thực hành sức mạnh cho giáo dục mầm non tham gia vào ""ba cải cách giảng dạy"""
C_1821490,Hướng dẫn về các quốc gia nói tiếng Anh,Hãy tìm hiểu thêm về quá khứ và hiện tại
C_1822804,Ứng dụng Y học bằng sáng chế lâm sàng Trung Quốc,"Tổng hiệu quả hiệu quả của ""Thanh Paidu"" trong điều trị viêm phổi mạch vành mới là hơn 90%!    Tại sao y học truyền thống Trung Quốc có hiệu quả?    Là một bác sĩ lâm sàng"
C_1824311,Lớp kiểm tra nội bộ của hệ thống khởi động hệ thống,Lớp kiểm tra nội bộ của hệ thống khởi động hệ thống
C_1824376,Vật lý lâm sàng,Những gì một chức năng của cơ thể bạn quan tâm nhất? Nó có thể là cách bộ não tích hợp học tập hoặc cách chúng ta làm cho trẻ sơ sinh? Dù câu trả lời của bạn là gì
C_1824911,Thực hành điều dưỡng lâm sàng phụ khoa,Bạn có muốn biết những bệnh nào phụ nữ dễ bị trong cuộc sống của họ? Bạn có muốn hiểu cơ thể phụ nữ
C_1824915,Cấu trúc và bảo trì thiết bị điện ô tô,Tìm hiểu cấu trúc và bảo trì tốt thiết bị điện ô tô
C_1824917,Đạo đức điều dưỡng,Khóa học có giảng viên mạnh mẽ
C_1824918,Luật quốc tế tư nhân,Khóa học này coi phán quyết luật tư nhân quốc tế là kịch bản
C_1824921,Lý thuyết công tác xã hội phương Tây,Khóa học sắp xếp sự phát triển lịch sử và ý nghĩa của lý thuyết công tác xã hội. Sau đó
C_1824924,Phytosanitology,Phytosanitology
C_1824926,Văn hóa cảnh quan du lịch và sự đánh giá cao,Chuyến đi tốt nhất trong cuộc sống là khám phá một liên lạc đã mất từ ​​lâu ở một nơi kỳ lạ. Có lẽ đó là trải nghiệm cảm giác của gia đình và đất nước đã đi qua hàng ngàn năm trên đường đến cổng
C_1824928,Sinh học trong cuộc sống,Sinh học trong cuộc sống
C_1824931,Công nghệ và thực hành kỹ thuật ứng dụng bảo mật mạng lưới,Hành vi phạm tội và phòng thủ trên mạng là chủ đề vĩnh cửu của chiến trường nơi thuốc súng vô hình. Bảo vệ an ninh mạng đòi hỏi phải xây dựng một hệ thống phòng thủ hoàn chỉnh. Khóa học của các khóa học hiển thị biểu đồ kiến ​​thức bảo mật mạng theo cách toàn cảnh từ cả cấp độ kỹ thuật và kỹ thuật
C_1824933,Tổ chức hoạt động và sáng tạo khiêu vũ của trẻ em,Tổ chức sáng tạo và hoạt động của trẻ em sẽ mở ra cánh cửa để sáng tạo
C_1824934,Giới thiệu về sự phát triển tâm lý của trẻ mẫu giáo,Ông Chen Heqin
C_1825107,Lịch sử Nga (i),Nga là một trong những cường quốc chính của thế giới và đóng một vai trò cực kỳ quan trọng và không thể thay thế trong quản lý chính trị và kinh tế toàn cầu. Nga có một lịch sử lâu dài và văn hóa lộng lẫy
C_1825111,Lịch sử Nga (ii),Nga là một trong những cường quốc chính của thế giới và đóng một vai trò cực kỳ quan trọng và không thể thay thế trong quản lý chính trị và kinh tế toàn cầu. Nga có một lịch sử lâu dài và văn hóa lộng lẫy
C_1825200,Thiết kế khóa học hạng nhất lai dựa trên học tập sâu,Kế hoạch đào tạo chu kỳ đầy đủ để cải thiện khả năng nghiên cứu giảng dạy và khoa học của giáo viên đại học
C_1825362,Kế toán và quản lý môi trường,Khóa học lý thuyết hai tháng I Sem này được ủy quyền bởi Hiệp hội quốc tế và sự tiến bộ của nghiên cứu hai tháng EM (Ê-sai)
C_1825493,Hóa học chung,Khóa học này tôi giới thiệu khóa học hóa học.
C_1827362,Học tập trong tương lai, khám phá và thực hành mô hình giảng dạy hỗn hợp trực tuyến mới dựa trên sinh học phân tử
C_1828098,Đọc tiểu thuyết tiếng Anh,Bạn có thể cảm thấy như xem phim 3D trong một nhà hát
C_1828101,Giáo dục đại học về thẩm mỹ,Vẻ đẹp
C_1828104,Tiến bộ phôi sinh học,Một cuộc sống mới đến từ một cuộc gặp gỡ tuyệt đẹp giữa tinh trùng và trứng trong ống dẫn trứng. Buồng trứng được thụ tinh tăng sinh và phân biệt trong 40 tuần sau đó. Có rất nhiều sự kiện thú vị và không thể đoán trước hơn là một người mẹ xem phôi của cô ấy trong quá trình kiểm tra siêu âm. Ai kiểm soát sự xuất hiện của những sự kiện này? Cảm ứng phôi? Sao chép gen? Điều hòa biểu sinh? Hoặc tín hiệu tế bào? Nhiều trường hợp dị tật lâm sàng và giác ngộ khoa học hơn.
C_1828106,dược lý,Chào mừng bạn đến với khóa học trực tuyến của dược lý được cung cấp bởi Bộ Dược lý
C_1828108,C Lập trình,Thiết kế chương trình là một khóa học cơ bản quan trọng cho các chuyên ngành thông tin và các môn khoa học và kỹ thuật khác. Nó bao gồm lập trình cơ bản
C_1829948,Lý thuyết giáo dục thể chất,Giảng dạy giáo dục thể chất là gì? Làm thế nào để dạy giáo dục thể chất? Làm thế nào để cải thiện kỹ năng giảng dạy giáo dục thể chất và trình độ giảng dạy? Làm thế nào để hiểu các tiêu chuẩn của chương trình giảng dạy về thể thao và sức khỏe? Làm thế nào để có được chứng chỉ trình độ giáo dục thể chất? Bạn có thể nhìn thấy ở đây!        Thể thao ở khắp mọi nơi
C_1829950,Khái niệm cơ bản về công nghệ điện tử tương tự,"Nền tảng của công nghệ điện tử mô phỏng là một mô hình giảng dạy của ""học tập + nhiệm vụ + học tập độc lập"" do giáo viên dẫn đầu ""được tạo ra bởi các giáo viên giảng dạy của tỉnh. Thành tựu của nó là giải thưởng đầu tiên của Giải thưởng Thành tựu giảng dạy Tứ Xuyên thứ 8 và được phê duyệt bởi các dự án chính của tỉnh Tứ Xuyên về chất lượng đào tạo tài năng và cải cách giảng dạy. Khóa học trình diễn giáo dục đổi mới và kinh doanh của tỉnh Tứ Xuyên khăng khăng đòi nuôi dưỡng đạo đức và trau dồi con người"
C_1829952,Lý thuyết và thực hành thương mại quốc tế,Khóa học lý thuyết và thực hành thương mại quốc tế là khóa học cơ bản để nuôi dưỡng các tài năng quốc tế trong các chuyên ngành kinh tế. Khóa học bao gồm ba phần: lý thuyết thương mại quốc tế
C_1829957,Lý thuyết cơ bản về học tập dịch vụ,"Biết Trung Quốc và phục vụ Trung Quốc ""cho phép sinh viên trở thành nhà hiền triết trong và ngoài"
C_1831703,Trại nghiên cứu chuyên sâu về tài chính,Trại nghiên cứu chuyên sâu về tài chính: Kinh điển tài chính mà mọi người đều xứng đáng được đọc! 50 cuốn sách tài chính + 50 phát sóng trực tiếp
C_1833443,các yếu tố của cấu trúc,No Text
C_1833446,ranh giới hành tinh,Hành tinh của chúng ta có thể tiếp tục hỗ trợ phạm vi hoạt động hiện tại của con người không?
C_1833473,Năng lượng mặt trời (chế độ tự trị),Bài học này sẽ đưa bạn đến để khám phá sức mạnh của năng lượng mặt trời và học cách thiết kế một hệ thống điện quang điện hoàn chỉnh
C_1833529,Bài giảng về logic kinh doanh 12,Dựa trên các hoạt động của công ty và các khóa học MBA
C_1833535,Giới thiệu về tư duy tính toán và khoa học dữ liệu,No Text
C_1833554,Tái phát triển đất sáng tạo: Chuẩn bị đất (mô hình độc lập),MOOC này là một trong những loạt các khóa học do Xuetang Online hợp tác với Phòng thí nghiệm bất động sản MIT Li Deyi
C_1833828,Khám phá sự thật của cảm xúc và nắm bắt sáng kiến ​​trong các mối quan hệ,Dạy tất cả mọi người trở thành cố vấn tình cảm của riêng họ. Tốt hơn là dạy họ cách câu cá hơn là dạy chúng cách câu cá.
C_1834035,Wang Xinyu tạo ra một công cụ để giải quyết vấn đề,Ở nơi làm việc
C_1834541,"Cải thiện ""giá trị từ"" của bạn và trở thành bậc thầy về nói và nói","Dễ dàng nhận được ba kỹ năng chính của ""giao tiếp + biểu thức + lời nói""; Nó là hiệu quả"
C_1835055,Tư duy có hệ thống của Wang Xinyu về quản lý hiệu quả,Quản lý rất phức tạp
C_1836502,Video quảng cáo tuyển sinh của Đại học Tsinghua,"Tổng thống Qiu Yong của Đại học Tsinghua nói: ""32 năm trước"
C_1837158,Phương pháp bộ nhớ hiệu quả làm cho bộ nhớ ít khó khăn hơn,Người lớn có thể học: Đó là một phương pháp bộ nhớ dạy bạn cách bắt đầu nhanh chóng dựa trên các kịch bản ứng dụng cụ thể trong nghiên cứu
C_1837162,Một lớp giao tiếp trí tuệ cảm xúc cao có thể dễ dàng giải quyết các vấn đề biểu hiện,Sử dụng một mức giá tuyệt vời để nhanh chóng làm chủ các kỹ năng giao tiếp có giá trị; Mười hai công thức giao tiếp sâu sắc để giải quyết hầu hết các vấn đề giao tiếp; Nhiều kịch bản phổ biến có thể dễ dàng cải thiện các kỹ năng giao tiếp
C_1837426,Dạy bạn cách chơi excel và có được một cuộc sống hiệu quả,Giúp bạn cải thiện hiệu quả làm việc
C_1837988,Khái niệm cơ bản về công nghệ dữ liệu lớn,Khóa học tập trung vào các nhu cầu khẩn cấp và các yêu cầu kỹ thuật cho các tài năng dữ liệu lớn trong kỷ nguyên của dữ liệu lớn. Nó tập trung vào việc giúp sinh viên học hỏi thông qua các khóa học
C_1842662,Một cuộc thảo luận ngắn gọn về thiết kế giảng dạy và giảng dạy trực tuyến của các khóa học toán cơ bản,Kế hoạch đào tạo chu kỳ đầy đủ để cải thiện khả năng nghiên cứu giảng dạy và khoa học của giáo viên đại học
C_1842720,Thăm dò và thực hành các kỳ thi trực tuyến cho các khóa học kỹ thuật cơ bản,Kế hoạch đào tạo chu kỳ đầy đủ để cải thiện khả năng nghiên cứu giảng dạy và khoa học của giáo viên đại học
C_1842789,Ý kiến ​​của tôi về xây dựng và ứng dụng khóa học hạng nhất,Kế hoạch đào tạo chu kỳ đầy đủ để cải thiện khả năng nghiên cứu giảng dạy và khoa học của giáo viên đại học
C_1842823,Các khóa học về tư tưởng và chính trị trong các khóa học khoa học và kỹ thuật cốt lõi - tại sao và làm thế nào để thực hiện,Kế hoạch đào tạo chu kỳ đầy đủ để cải thiện khả năng nghiên cứu giảng dạy và khoa học của giáo viên đại học
C_1842906,Suy nghĩ cấu trúc chính thức,Kế hoạch đào tạo chu kỳ đầy đủ để cải thiện khả năng nghiên cứu giảng dạy và khoa học của giáo viên đại học
C_1844101,Tổng quan về quy định của các thiết bị y tế và dược phẩm ở Hoa Kỳ,Hoa Kỳ là quốc gia đầu tiên lập pháp và quản lý các thiết bị y tế. Tính khoa học và tính hệ thống của mô hình quy định của nó đã được hầu hết các quốc gia và khu vực trên thế giới công nhận. Bài viết này tóm tắt ngắn gọn mô hình điều tiết thiết bị y tế của Hoa Kỳ để cung cấp tài liệu tham khảo cho giám sát và quản lý thiết bị y tế của đất nước tôi. Khóa học này bao gồm luật pháp và quy định về thuốc và thiết bị y tế và kiến ​​thức quản lý vòng đời đầy đủ.
C_1844102,Nói về các chuyên gia y học Trung Quốc nổi tiếng,Các bậc thầy y học nổi tiếng của Trung Quốc thừa hưởng bản chất của văn hóa y tế và những thành tựu sáng tạo
C_1844104,Thiết kế thẩm mỹ,Thông qua việc giảng dạy các khóa học thẩm mỹ thiết kế
C_1844106,Thống kê giáo dục,Đối mặt với thông tin phức tạp trong kỷ nguyên dữ liệu lớn
C_1844112,Hành vi của con người và môi trường xã hội,Khi phôi chết từ tuổi già
C_1844116,quang phổ cộng hưởng từ hạt nhân,NMR --- công cụ mạnh nhất để xác định các phân tử hữu cơ
C_1844117,Lý thuyết kiểm soát tự động hóa cơ bản của kỹ thuật điều khiển,Để phát triển phương pháp học tập theo định hướng tiếng Anh trong lĩnh vực kỹ thuật cho các sinh viên trao đổi toàn cầu bằng cách đạt được kiến ​​thức cơ bản về kỹ thuật kiểm soát.
C_1844118,châm cứu và mo bus tion,Châm cứu và moxibusion
C_1844119,Giới thiệu về kinh tế khu vực cấu trúc mới,Sự ra đời của kinh tế khu vực cấu trúc mới là một khóa học được trình bày bởi Trường Kinh tế và Quản lý của Đại học Nanchang và Viện Kinh tế Cấu trúc mới tại Đại học Bắc Kinh. Tập trung vào các trường hợp thực tế khu vực phong phú ở Trung Quốc
C_1844121,Kinh tế xanh từ Trung Quốc là những câu chuyện,Khóa học sẽ cung cấp các lý thuyết cơ bản về nền kinh tế xanh và thực tiễn ở Trung Quốc
C_1844124,Giới thiệu về tài nguyên cấu trúc mới và kinh tế môi trường,Chào mừng bạn đến với khóa học của chúng tôi: Giới thiệu về các nguồn lực cấu trúc và kinh tế môi trường mới! Khóa học này được phát triển một cách sáng tạo theo hợp tác chung của Trường Kinh tế & Quản lý
C_1844126,các phân tử đã thay đổi t và thế giới,Phổ biến khoa học lúc đầu
C_1844128,Thiết kế kiến ​​trúc cảnh quan,"Xây dựng một hệ thống chương trình giảng dạy mô -đun của ""bắt buộc + tùy chọn"" cho các khóa học bắt buộc và chuyên ngành. Khóa học này linh hoạt hơn dựa trên việc đạt được mục tiêu. Nó không chỉ đáp ứng nhu cầu của các trường cao đẳng và đại học khu vực"
C_1846545,Phương pháp tính toán,Phương pháp tính toán là nghiên cứu và thiết lập các phương pháp và lý thuyết số để áp dụng máy tính để giải quyết các vấn đề toán học khác nhau. Học phương pháp tính toán nâng cao sẽ đặt nền tảng vững chắc cho nghiên cứu và công việc tiếp theo của sinh viên.
